,id,original_title,popularity,release_date,title,vote_average,vote_count
0,278,The Shawshank Redemption,77.428,1994-09-23,The Shawshank Redemption,8.7,21643
1,19404,दिलवाले दुल्हनिया ले जायेंगे,21.114,1995-10-20,Dilwale Dulhania Le Jayenge,8.7,3692
2,238,The Godfather,72.383,1972-03-14,The Godfather,8.7,16118
3,424,Schindler's List,40.158,1993-11-30,Schindler's List,8.6,12879
4,240,The Godfather: Part II,51.94,1974-12-20,The Godfather: Part II,8.6,9721
5,372754,同級生,13.538,2016-02-20,Dou kyu sei – Classmates,8.6,233
6,667257,Cosas imposibles,13.474,2021-06-17,Impossible Things,8.5,248
7,129,千と千尋の神隠し,86.932,2001-07-20,Spirited Away,8.5,12972
8,372058,君の名は。,173.714,2016-08-26,Your Name.,8.5,8814
9,696374,Gabriel's Inferno,14.548,2020-05-29,Gabriel's Inferno,8.5,2252
10,533514,劇場版 ヴァイオレット・エヴァーガーデン,20.297,2020-09-18,Violet Evergarden: The Movie,8.5,238
11,496243,기생충,65.428,2019-05-30,Parasite,8.5,13889
12,724089,Gabriel's Inferno: Part II,15.934,2020-07-31,Gabriel's Inferno: Part II,8.5,1415
13,389,12 Angry Men,28.943,1957-04-10,12 Angry Men,8.5,6480
14,730154,きみの瞳が問いかけている,48.701,2020-10-23,Your Eyes Tell,8.5,324
15,497,The Green Mile,91.365,1999-12-10,The Green Mile,8.5,14054
16,761053,Gabriel's Inferno: Part III,43.551,2020-11-19,Gabriel's Inferno: Part III,8.5,968
17,155,The Dark Knight,66.387,2008-07-14,The Dark Knight,8.5,27765
18,680,Pulp Fiction,61.18,1994-09-10,Pulp Fiction,8.5,23329
19,429,"Il buono, il brutto, il cattivo",41.711,1966-12-23,"The Good, the Bad and the Ugly",8.5,6688
20,122,The Lord of the Rings: The Return of the King,96.652,2003-12-01,The Lord of the Rings: The Return of the King,8.5,19692
21,13,Forrest Gump,63.104,1994-06-23,Forrest Gump,8.5,22873
22,11216,Nuovo Cinema Paradiso,18.754,1988-11-17,Cinema Paradiso,8.5,3368
23,346,七人の侍,20.604,1954-04-26,Seven Samurai,8.5,2697
24,769,GoodFellas,45.033,1990-09-12,GoodFellas,8.5,10194
25,652837,ジョゼと虎と魚たち,15.276,2020-12-25,"Josee, the Tiger and the Fish",8.5,237
26,637,La vita è bella,39.25,1997-12-20,Life Is Beautiful,8.5,11116
27,40096,O Auto da Compadecida,7.409,2000-09-15,A Dog's Will,8.5,893
28,311,Once Upon a Time in America,26.539,1984-05-23,Once Upon a Time in America,8.4,4210
29,14537,切腹,13.385,1962-09-15,Harakiri,8.4,639
30,539,Psycho,36.401,1960-06-22,Psycho,8.4,8228
31,12477,火垂るの墓,0.6,1988-04-16,Grave of the Fireflies,8.4,4165
32,510,One Flew Over the Cuckoo's Nest,26.673,1975-11-18,One Flew Over the Cuckoo's Nest,8.4,8641
33,283566,シン・エヴァンゲリオン劇場版:||,106.397,2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,8.4,515
34,550,Fight Club,49.69,1999-10-15,Fight Club,8.4,24279
35,378064,映画 聲の形,125.762,2016-09-17,A Silent Voice: The Movie,8.4,2985
36,324857,Spider-Man: Into the Spider-Verse,127.111,2018-12-06,Spider-Man: Into the Spider-Verse,8.4,11407
37,598,Cidade de Deus,37.285,2002-02-05,City of God,8.4,5828
38,255709,소원,17.965,2013-10-02,Hope,8.4,392
39,92321,蛍火の杜へ,0.6,2011-09-17,Hotarubi no Mori e,8.4,794
40,4935,ハウルの動く城,75.232,2004-11-19,Howl's Moving Castle,8.4,7380
41,1891,The Empire Strikes Back,46.165,1980-05-20,The Empire Strikes Back,8.4,14266
42,18491,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,40.011,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,8.4,1082
43,599,Sunset Boulevard,16.203,1950-08-10,Sunset Boulevard,8.4,1964
44,120,The Lord of the Rings: The Fellowship of the Ring,115.512,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.4,21081
45,441130,Wolfwalkers,16.977,2020-10-26,Wolfwalkers,8.4,785
46,423,The Pianist,37.422,2002-09-17,The Pianist,8.4,7323
47,244786,Whiplash,65.843,2014-10-10,Whiplash,8.4,12285
48,635302,劇場版「鬼滅の刃」無限列車編,855.566,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.4,2497
49,157336,Interstellar,184.085,2014-11-05,Interstellar,8.4,28709
50,704264,Primal: Tales of Savagery,26.239,2019-11-21,Primal: Tales of Savagery,8.4,223
51,3782,生きる,11.665,1952-10-09,Ikiru,8.4,794
52,73,American History X,29.61,1998-07-01,American History X,8.4,9638
53,121,The Lord of the Rings: The Two Towers,91.388,2002-12-18,The Lord of the Rings: The Two Towers,8.4,18246
54,567,Rear Window,18.789,1954-08-01,Rear Window,8.4,5189
55,12493,天国と地獄,8.972,1963-03-01,High and Low,8.4,593
56,632632,映画 ギヴン,125.218,2020-08-22,Given,8.4,320
57,361743,Top Gun: Maverick,945.958,2022-05-24,Top Gun: Maverick,8.4,1235
58,914,The Great Dictator,16.698,1940-10-15,The Great Dictator,8.4,2634
59,27205,Inception,114.773,2010-07-15,Inception,8.4,31746
60,901,City Lights,13.137,1931-02-01,City Lights,8.4,1640
61,807,Se7en,65.616,1995-09-22,Se7en,8.4,17207
62,644479,Dedicada A Mi Ex,11.48,2019-11-01,Dedicated to my ex,8.3,473
63,545611,Everything Everywhere All at Once,272.702,2022-03-24,Everything Everywhere All at Once,8.3,740
64,128,もののけ姫,43.651,1997-07-12,Princess Mononoke,8.3,6331
65,25237,Иди и смотри,16.165,1985-07-09,Come and See,8.3,949
66,274,The Silence of the Lambs,10.051,1991-02-01,The Silence of the Lambs,8.3,13382
67,592350,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,209.583,2019-12-20,My Hero Academia: Heroes Rising,8.3,928
68,3082,Modern Times,12.308,1936-02-05,Modern Times,8.3,2969
69,207,Dead Poets Society,29.214,1989-06-02,Dead Poets Society,8.3,9174
70,527641,Five Feet Apart,98.358,2019-03-14,Five Feet Apart,8.3,4787
71,630566,Clouds,24.281,2020-10-09,Clouds,8.3,847
72,556574,Hamilton,12.791,2020-07-03,Hamilton,8.3,973
73,101,Léon: The Professional,62.707,1994-09-14,Léon: The Professional,8.3,12169
74,975,Paths of Glory,11.499,1957-10-25,Paths of Glory,8.3,2208
75,335,C'era una volta il West,21.623,1968-12-21,Once Upon a Time in the West,8.3,3408
76,618344,Justice League Dark: Apokolips War,34.355,2020-05-05,Justice League Dark: Apokolips War,8.3,1177
77,42269,C'eravamo tanto amati,7.198,1974-12-21,We All Loved Each Other So Much,8.3,421
78,572154,青春ブタ野郎はゆめみる少女の夢を見ない,85.852,2019-06-15,Rascal Does Not Dream of a Dreaming Girl,8.3,383
79,105,Back to the Future,45.537,1985-07-03,Back to the Future,8.3,16644
80,16672,砂の女,10.199,1964-02-15,Woman in the Dunes,8.3,288
81,447362,Life in a Year,115.014,2020-11-27,Life in a Year,8.3,1034
82,18148,東京物語,10.791,1953-11-03,Tokyo Story,8.3,761
83,532067,映画 この素晴らしい世界に祝福を！紅伝説,152.481,2019-08-30,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,8.3,394
84,575813,少年的你,22.117,2019-10-25,Better Days,8.3,243
85,537061,Steven Universe: The Movie,46.63,2019-09-02,Steven Universe: The Movie,8.3,667
86,29259,Le Trou,10.784,1960-03-18,Le Trou,8.3,328
87,28,Apocalypse Now,27.041,1979-08-15,Apocalypse Now,8.3,6569
88,299534,Avengers: Endgame,275.376,2019-04-24,Avengers: Endgame,8.3,21244
89,10494,パーフェクトブルー,25.579,1997-07-25,Perfect Blue,8.3,1704
90,10376,La leggenda del pianista sull'oceano,18.574,1998-10-28,The Legend of 1900,8.3,1856
91,637920,7. Koğuştaki Mucize,54.903,2019-10-10,Miracle in Cell No. 7,8.3,3948
92,265177,Mommy,15.046,2014-05-22,Mommy,8.3,2314
93,791373,Zack Snyder's Justice League,251.494,2021-03-18,Zack Snyder's Justice League,8.3,7864
94,508965,Klaus,20.862,2019-11-08,Klaus,8.3,2955
95,522924,The Art of Racing in the Rain,23.508,2019-08-08,The Art of Racing in the Rain,8.3,1070
96,670,올드보이,31.327,2003-11-21,Oldboy,8.3,6749
97,299536,Avengers: Infinity War,458.041,2018-04-25,Avengers: Infinity War,8.3,24813
98,797,Persona,12.609,1966-10-18,Persona,8.3,1634
99,290098,아가씨,35.299,2016-06-01,The Handmaiden,8.3,2704
100,5156,Ladri di biciclette,12.147,1948-11-24,Bicycle Thieves,8.3,1850
101,77338,Intouchables,73.009,2011-11-02,The Intouchables,8.3,14718
102,110420,おおかみこどもの雨と雪,39.672,2012-07-21,Wolf Children,8.3,1796
103,24188,Il sorpasso,7.592,1962-12-05,Il Sorpasso,8.3,567
104,8587,The Lion King,179.232,1994-06-23,The Lion King,8.3,15415
105,1585,It's a Wonderful Life,31.574,1946-12-20,It's a Wonderful Life,8.3,3335
106,610892,ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,18.345,2019-09-06,Violet Evergarden: Eternity and the Auto Memory Doll,8.3,250
107,526702,Black Beauty,12.935,2020-11-27,Black Beauty,8.3,266
108,20532,山椒大夫,8.138,1954-03-31,Sansho the Bailiff,8.3,260
109,476292,さよならの朝に約束の花をかざろう,79.486,2018-02-24,Maquia: When the Promised Flower Blooms,8.2,460
110,504253,君の膵臓をたべたい,77.685,2018-09-01,I Want to Eat Your Pancreas,8.2,1023
111,490132,Green Book,32.171,2018-11-16,Green Book,8.2,9126
112,37257,Witness for the Prosecution,11.041,1957-12-17,Witness for the Prosecution,8.2,994
113,313106,Doctor Who: The Day of the Doctor,15.449,2013-11-23,Doctor Who: The Day of the Doctor,8.2,649
114,664767,Mortal Kombat Legends: Scorpion's Revenge,45.391,2020-04-12,Mortal Kombat Legends: Scorpion's Revenge,8.2,1106
115,663558,新神榜：哪吒重生,83.714,2021-02-06,New Gods: Nezha Reborn,8.2,281
116,1398,Сталкер,17.945,1979-05-25,Stalker,8.2,1583
117,755812,"Miraculous World : New York, les héros unis",276.021,2020-09-25,"Miraculous World: New York, United HeroeZ",8.2,899
118,422,8½,11.236,1963-02-14,8½,8.2,1798
119,284,The Apartment,13.731,1960-06-21,The Apartment,8.2,1722
120,10098,The Kid,9.182,1921-01-21,The Kid,8.2,1593
121,354912,Coco,226.644,2017-10-27,Coco,8.2,15798
122,26451,Indagine su un cittadino al di sopra di ogni sospetto,8.452,1970-10-16,Investigation of a Citizen Above Suspicion,8.2,589
123,694,The Shining,49.021,1980-05-23,The Shining,8.2,14530
124,490,Det sjunde inseglet,14.537,1957-02-16,The Seventh Seal,8.2,2345
125,185,A Clockwork Orange,36.588,1971-12-19,A Clockwork Orange,8.2,10747
126,2457,Les Enfants du Paradis,8.059,1945-03-15,Children of Paradise,8.2,295
127,531428,Portrait de la jeune fille en feu,20.573,2019-06-17,Portrait of a Lady on Fire,8.2,1804
128,470044,The Hate U Give,25.4,2018-10-19,The Hate U Give,8.2,1775
129,398818,Call Me by Your Name,101.397,2017-09-01,Call Me by Your Name,8.2,10294
130,426,Vertigo,18.817,1958-05-28,Vertigo,8.2,4623
131,823754,Bo Burnham: Inside,15.742,2021-07-22,Bo Burnham: Inside,8.2,227
132,16869,Inglourious Basterds,80.839,2009-08-19,Inglourious Basterds,8.2,18810
133,518068,신과함께-인과 연,27.116,2018-08-01,Along with the Gods: The Last 49 Days,8.2,345
134,11,Star Wars,133.693,1977-05-25,Star Wars,8.2,17362
135,620683,Minha Mãe é uma Peça 3: O Filme,6.659,2019-12-26,My Mom is a Character 3,8.2,421
136,629,The Usual Suspects,22.017,1995-07-19,The Usual Suspects,8.2,8645
137,399106,Piper,9.395,2016-06-16,Piper,8.2,1363
138,98,Gladiator,48.018,2000-05-01,Gladiator,8.2,15245
139,1124,The Prestige,73.488,2006-10-19,The Prestige,8.2,13120
140,77,Memento,27.555,2000-10-11,Memento,8.2,12346
141,857,Saving Private Ryan,54.354,1998-07-24,Saving Private Ryan,8.2,13139
142,11324,Shutter Island,87.113,2010-02-14,Shutter Island,8.2,20029
143,705,All About Eve,12.577,1950-10-06,All About Eve,8.2,1208
144,517814,کفرناحوم,18.124,2018-09-20,Capernaum,8.2,1288
145,603,The Matrix,56.885,1999-03-30,The Matrix,8.2,21695
146,50014,The Help,121.511,2011-08-09,The Help,8.2,6454
147,508442,Soul,161.866,2020-12-25,Soul,8.2,8121
148,20914,Amici miei,9.684,1975-10-24,My Friends,8.2,581
149,19,Metropolis,17.182,1927-02-06,Metropolis,8.2,2074
150,640344,Me contro Te: Il film - La vendetta del Signor S,7.915,2020-01-17,Me Against You: Mr. S's Vendetta,8.2,447
151,11878,用心棒,13.025,1961-04-25,Yojimbo,8.2,1057
152,103,Taxi Driver,36.471,1976-02-09,Taxi Driver,8.2,9464
153,324786,Hacksaw Ridge,386.984,2016-10-07,Hacksaw Ridge,8.2,11044
154,133919,Scener ur ett äktenskap,6.871,1974-09-15,Scenes from a Marriage,8.2,250
155,872,Singin' in the Rain,12.893,1952-04-09,Singin' in the Rain,8.2,2442
156,406997,Wonder,61.314,2017-11-13,Wonder,8.2,6883
157,475557,Joker,121.329,2019-10-02,Joker,8.2,20755
158,895,Андрей Рублёв,8.018,1966-12-16,Andrei Rublev,8.2,566
159,439,La dolce vita,15.886,1960-02-05,La Dolce Vita,8.2,1484
160,289,Casablanca,21.587,1942-11-26,Casablanca,8.2,4271
161,843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,135.678,2021-09-14,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,8.2,294
162,548,羅生門,13.747,1950-08-26,Rashomon,8.2,1656
163,600354,The Father,20.019,2020-12-23,The Father,8.2,2159
164,111,Scarface,66.834,1983-12-09,Scarface,8.2,9354
165,100,"Lock, Stock and Two Smoking Barrels",11.713,1998-08-28,"Lock, Stock and Two Smoking Barrels",8.2,5451
166,472454,Ayla,14.032,2017-10-27,Ayla: The Daughter of War,8.2,265
167,1422,The Departed,33.609,2006-10-04,The Departed,8.2,12469
168,55823,La grande guerra,6.439,1959-10-28,The Great War,8.2,290
169,615457,Nobody,163.406,2021-03-18,Nobody,8.2,4719
170,400608,Bo Burnham: Make Happy,10.711,2016-06-03,Bo Burnham: Make Happy,8.2,288
171,992,Sherlock Jr.,8.419,1924-04-17,Sherlock Jr.,8.2,675
172,785534,Kağıttan Hayatlar,23.701,2021-03-12,Paper Lives,8.2,294
173,996,Double Indemnity,8.571,1944-06-14,Double Indemnity,8.2,1367
174,606856,Togo,29.894,2019-12-20,Togo,8.2,1471
175,337404,Cruella,317.799,2021-05-26,Cruella,8.2,7178
176,666,Central do Brasil,9.262,1998-11-20,Central Station,8.2,671
177,654299,Como caído del cielo,18.16,2019-12-24,Out of the Clear Blue Sky,8.2,294
178,500,Reservoir Dogs,31.352,1992-09-02,Reservoir Dogs,8.2,11978
179,68718,Django Unchained,64.406,2012-12-25,Django Unchained,8.1,22654
180,239,Some Like It Hot,21.231,1959-03-19,Some Like It Hot,8.1,2741
181,550776,Believe Me: The Abduction of Lisa McVey,22.055,2018-09-30,Believe Me: The Abduction of Lisa McVey,8.1,401
182,600,Full Metal Jacket,36.311,1987-06-26,Full Metal Jacket,8.1,8586
183,489,Good Will Hunting,32.718,1997-12-05,Good Will Hunting,8.1,9710
184,614,Smultronstället,9.597,1957-12-26,Wild Strawberries,8.1,1255
185,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,17.034,1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.1,4521
186,638507,How to Train Your Dragon: Homecoming,50.515,2019-10-25,How to Train Your Dragon: Homecoming,8.1,694
187,411088,Contratiempo,47.245,2017-01-06,The Invisible Guest,8.1,3746
188,9764,Дерсу Узала,7.871,1975-08-02,Dersu Uzala,8.1,353
189,348,Alien,48.432,1979-05-25,Alien,8.1,11740
190,655,"Paris, Texas",12.364,1984-08-23,"Paris, Texas",8.1,1279
191,831827,Far From the Tree,99.874,2021-11-24,Far From the Tree,8.1,276
192,24382,I soliti ignoti,8.19,1958-07-26,Big Deal on Madonna Street,8.1,567
193,5801,পথের পাঁচালী,7.567,1955-08-26,Pather Panchali,8.1,276
194,149871,かぐや姫の物語,16.209,2013-11-23,The Tale of The Princess Kaguya,8.1,1337
195,92060,Michael Jackson's Thriller,11.142,1983-11-14,Michael Jackson's Thriller,8.1,442
196,17663,Anne of Green Gables,14.674,1985-12-01,Anne of Green Gables,8.1,200
197,12445,Harry Potter and the Deathly Hallows: Part 2,202.628,2011-07-07,Harry Potter and the Deathly Hallows: Part 2,8.1,17368
198,832,M - Eine Stadt sucht einen Mörder,8.462,1931-05-11,M,8.1,1612
199,42229,Una giornata particolare,6.128,1977-08-11,A Special Day,8.1,518
200,37165,The Truman Show,36.793,1998-06-04,The Truman Show,8.1,14839
201,14696,雨月物語,7.11,1953-03-26,Ugetsu,8.1,407
202,7345,There Will Be Blood,18.018,2007-12-26,There Will Be Blood,8.1,5176
203,652722,En brazos de un asesino,11.026,2019-12-06,In the Arms of an Assassin,8.1,294
204,38288,I corti,5.52,1996-01-01,I corti,8.1,327
205,3780,赤ひげ,8.03,1965-04-03,Red Beard,8.1,237
206,843,花樣年華,21.399,2000-09-29,In the Mood for Love,8.1,1896
207,529531,Hannah Gadsby: Nanette,5.889,2018-06-19,Hannah Gadsby: Nanette,8.1,226
208,103663,Jagten,18.085,2012-10-25,The Hunt,8.1,3102
209,359940,"Three Billboards Outside Ebbing, Missouri",19.05,2017-12-01,"Three Billboards Outside Ebbing, Missouri",8.1,8573
210,780,La passion de Jeanne d'Arc,9.493,1928-04-21,The Passion of Joan of Arc,8.1,665
211,11659,La meglio gioventù,7.154,2003-06-22,The Best of Youth,8.1,427
212,38,Eternal Sunshine of the Spotless Mind,35.683,2004-03-19,Eternal Sunshine of the Spotless Mind,8.1,12362
213,334543,Lion,19.695,2016-01-20,Lion,8.1,5736
214,437068,택시운전사,14.744,2017-08-02,A Taxi Driver,8.1,670
215,347688,Scooby-Doo! and Kiss: Rock and Roll Mystery,15.649,2015-07-10,Scooby-Doo! and Kiss: Rock and Roll Mystery,8.1,227
216,46738,Incendies,16.596,2010-09-04,Incendies,8.1,1937
217,406,La Haine,11.915,1995-05-31,La Haine,8.1,3017
218,449176,"Love, Simon",35.873,2018-02-16,"Love, Simon",8.1,5387
219,147,Les Quatre Cents Coups,11.464,1959-06-03,The 400 Blows,8.1,1674
220,55960,"Totò, Peppino e la... malafemmina",4.584,1956-08-23,"Toto, Peppino, and the Hussy",8.1,278
221,1396,Зеркало,8.09,1975-03-07,Mirror,8.1,672
222,574074,Kitbull,7.872,2019-01-18,Kitbull,8.1,264
223,515001,Jojo Rabbit,31.47,2019-10-18,Jojo Rabbit,8.1,7504
224,19542,The Red Shoes,7.516,1948-09-06,The Red Shoes,8.1,452
225,4348,Pride & Prejudice,54.583,2005-09-16,Pride & Prejudice,8.1,6554
226,387,Das Boot,19.062,1981-09-17,Das Boot,8.1,1682
227,11645,乱,11.772,1985-06-01,Ran,8.1,1136
228,19426,Le notti di Cabiria,8.81,1957-10-03,Nights of Cabiria,8.1,558
229,1955,The Elephant Man,12.274,1980-10-09,The Elephant Man,8.1,2693
230,62,2001: A Space Odyssey,36.395,1968-04-02,2001: A Space Odyssey,8.1,9417
231,8422,Rocco e i suoi fratelli,9.239,1960-10-06,Rocco and His Brothers,8.1,416
232,282848,Doctor Who: The Time of the Doctor,17.939,2013-12-25,Doctor Who: The Time of the Doctor,8.1,246
233,115929,Achtste Groepers Huilen Niet,13.186,2012-02-15,Cool Kids Don't Cry,8.1,228
234,20530,晩春,8.665,1949-09-13,Late Spring,8.1,280
235,482321,Ron's Gone Wrong,218.007,2021-10-15,Ron's Gone Wrong,8.1,1292
236,397567,신과함께-죄와 벌,58.563,2017-12-14,Along with the Gods: The Two Worlds,8.1,567
237,438695,Sing 2,575.702,2021-12-01,Sing 2,8.1,2858
238,280,Terminator 2: Judgment Day,57.232,1991-07-03,Terminator 2: Judgment Day,8.1,10438
239,8392,となりのトトロ,53.838,1988-04-16,My Neighbor Totoro,8.1,6190
240,9702,Bound by Honor,69.777,1993-02-05,Bound by Honor,8.1,922
241,610461,"Veinteañera, Divorciada y Fantástica",10.853,2020-02-14,"Veinteañera, Divorciada y Fantástica",8.1,362
242,634649,Spider-Man: No Way Home,2023.885,2021-12-15,Spider-Man: No Way Home,8.1,13703
243,522518,A Dog's Journey,75.471,2019-05-03,A Dog's Journey,8.1,1116
244,81481,도가니,22.199,2011-09-22,Silenced,8.1,382
245,821,Judgment at Nuremberg,12.759,1961-12-18,Judgment at Nuremberg,8.1,564
246,455661,In a Heartbeat,5.061,2017-06-01,In a Heartbeat,8.1,910
247,11423,살인의 추억,22.634,2003-05-02,Memories of Murder,8.1,2744
248,568160,天気の子,120.15,2019-06-19,Weathering with You,8.1,1488
249,550205,Wish Dragon,140.811,2021-01-15,Wish Dragon,8.1,878
250,28422,愛のむきだし,12.61,2009-01-31,Love Exposure,8.1,325
251,339877,Loving Vincent,14.325,2017-06-22,Loving Vincent,8.1,2085
252,776305,竜とそばかすの姫,353.122,2021-07-16,Belle,8.1,348
253,10681,WALL·E,78.581,2008-06-22,WALL·E,8.1,15829
254,632322,All My Life,17.179,2020-10-23,All My Life,8.1,347
255,146233,Prisoners,31.824,2013-09-18,Prisoners,8.1,9337
256,800,Los olvidados,10.576,1950-12-09,The Young and the Damned,8.1,355
257,522402,Finch,186.975,2021-11-04,Finch,8.1,2384
258,7347,Tropa de Elite,29.987,2007-10-12,Elite Squad,8.1,1791
259,538362,Sulla mia pelle,6.537,2018-09-12,On My Skin,8.1,1727
260,381284,Hidden Figures,173.325,2016-12-10,Hidden Figures,8.1,7865
261,264644,Room,20.265,2015-10-16,Room,8.1,8026
262,120467,The Grand Budapest Hotel,27.009,2014-02-26,The Grand Budapest Hotel,8.1,12370
263,204,Le Salaire de la peur,11.036,1953-04-22,The Wages of Fear,8.1,643
264,400928,Gifted,125.973,2017-04-12,Gifted,8.1,4403
265,58007,Miseria e nobiltà,4.948,1954-04-17,Poverty and Nobility,8.1,238
266,26022,My Name Is Khan,35.684,2010-02-11,My Name Is Khan,8.1,1028
267,961,The General,11.019,1926-12-25,The General,8.1,878
268,582,Das Leben der Anderen,15.963,2006-03-15,The Lives of Others,8.1,2931
269,776503,CODA,50.067,2021-08-11,CODA,8.0,1363
270,9277,The Sting,13.826,1973-12-25,The Sting,8.0,1997
271,28978,The Circus,9.475,1928-01-06,The Circus,8.0,577
272,38360,Летят журавли,9.109,1957-10-12,The Cranes Are Flying,8.0,246
273,11104,重慶森林,20.987,1994-07-14,Chungking Express,8.0,1192
274,429210,Bingo: O Rei das Manhãs,5.399,2017-08-24,Bingo: The King of the Mornings,8.0,311
275,595,To Kill a Mockingbird,13.409,1962-12-20,To Kill a Mockingbird,8.0,2073
276,678580,El mesero,55.767,2021-07-15,El mesero,8.0,318
277,426618,Where Hands Touch,19.469,2018-09-14,Where Hands Touch,8.0,446
278,310569,Que Horas Ela Volta?,6.756,2015-06-04,The Second Mother,8.0,608
279,110416,Song of the Sea,12.35,2014-09-06,Song of the Sea,8.0,1120
280,21634,Prayers for Bobby,11.634,2009-01-24,Prayers for Bobby,8.0,458
281,938,Per qualche dollaro in più,21.437,1965-12-18,For a Few Dollars More,8.0,3093
282,20941,Voces inocentes,16.949,2005-01-28,Innocent Voices,8.0,330
283,378108,この世界の片隅に,46.854,2016-11-12,In This Corner of the World,8.0,448
284,307,Roma città aperta,10.589,1945-10-08,"Rome, Open City",8.0,657
285,14,American Beauty,23.1,1999-09-15,American Beauty,8.0,10301
286,20803,Иван Васильевич меняет профессию,10.149,1973-09-17,Ivan Vasilyevich Changes His Profession,8.0,254
287,315465,バケモノの子,45.374,2015-07-11,The Boy and the Beast,8.0,1202
288,641,Requiem for a Dream,10.918,2000-10-06,Requiem for a Dream,8.0,8152
289,554596,No Manches Frida 2,92.061,2019-03-15,No Manches Frida 2,8.0,702
290,521,Dial M for Murder,13.206,1954-05-29,Dial M for Murder,8.0,2016
291,962,The Gold Rush,11.876,1925-07-12,The Gold Rush,8.0,1199
292,158445,7번방의 선물,13.113,2013-01-23,Miracle in Cell No. 7,8.0,342
293,106646,The Wolf of Wall Street,211.586,2013-12-25,The Wolf of Wall Street,8.0,19893
294,3090,The Treasure of the Sierra Madre,11.722,1948-01-15,The Treasure of the Sierra Madre,8.0,888
295,15,Citizen Kane,19.799,1941-04-17,Citizen Kane,8.0,4435
296,1059,隠し砦の三悪人,9.734,1958-12-28,The Hidden Fortress,8.0,435
297,458220,Palmer,41.756,2021-01-29,Palmer,8.0,821
298,2517,誰も知らない,9.168,2004-08-07,Nobody Knows,8.0,346
299,11778,The Deer Hunter,21.774,1978-03-09,The Deer Hunter,8.0,2956
300,279,Amadeus,18.345,1984-09-19,Amadeus,8.0,3377
301,673,Harry Potter and the Prisoner of Azkaban,232.821,2004-05-31,Harry Potter and the Prisoner of Azkaban,8.0,18054
302,667520,泣きたい私は猫をかぶる,69.742,2020-06-18,A Whisker Away,8.0,1007
303,597316,My Little Pony: A New Generation,89.389,2021-09-23,My Little Pony: A New Generation,8.0,216
304,424694,Bohemian Rhapsody,89.897,2018-10-24,Bohemian Rhapsody,8.0,14747
305,237791,Hoje Eu Quero Voltar Sozinho,10.481,2014-03-28,The Way He Looks,8.0,832
306,41050,La notte,5.818,1961-01-24,La Notte,8.0,483
307,1091,The Thing,40.011,1982-06-25,The Thing,8.0,5363
308,501929,The Mitchells vs. the Machines,38.533,2021-04-22,The Mitchells vs. the Machines,8.0,2006
309,406785,Inner Workings,7.875,2016-11-23,Inner Workings,8.0,230
310,15244,Un condamné à mort s'est échappé,6.451,1956-11-11,A Man Escaped,8.0,358
311,205596,The Imitation Game,42.279,2014-11-14,The Imitation Game,8.0,14718
312,654,On the Waterfront,12.093,1954-06-22,On the Waterfront,8.0,1193
313,12761,Höstsonaten,8.396,1978-10-08,Autumn Sonata,8.0,405
314,801335,Girl in the Basement,78.413,2021-02-27,Girl in the Basement,8.0,380
315,524,Casino,19.253,1995-11-22,Casino,8.0,4542
316,11658,태극기 휘날리며,16.796,2004-02-05,Tae Guk Gi: The Brotherhood of War,8.0,524
317,488623,기억의 밤,24.619,2017-11-29,Forgotten,8.0,658
318,25376,El secreto de sus ojos,15.321,2009-08-13,The Secret in Their Eyes,8.0,2025
319,920394,Babamın Kemanı,26.325,2022-01-21,My Father's Violin,8.0,266
320,28178,Hachi: A Dog's Tale,58.147,2009-06-13,Hachi: A Dog's Tale,8.0,5654
321,12104,Pink Floyd: The Wall,12.499,1982-07-14,Pink Floyd: The Wall,8.0,1191
322,573164,Un rescate de huevitos,163.896,2021-08-12,An Egg Rescue,8.0,308
323,140420,Paperman,8.328,2012-11-02,Paperman,8.0,1499
324,13223,Gran Torino,33.55,2008-12-09,Gran Torino,8.0,9053
325,770,Gone with the Wind,26.531,1939-12-15,Gone with the Wind,8.0,3294
326,3175,Barry Lyndon,15.562,1975-11-26,Barry Lyndon,8.0,2221
327,94047,마이웨이,15.392,2011-12-21,My Way,8.0,294
328,45752,Scooby-Doo! Camp Scare,30.933,2010-09-14,Scooby-Doo! Camp Scare,8.0,214
329,242828,思い出のマーニー,46.351,2014-07-19,When Marnie Was There,8.0,1419
330,213,North by Northwest,15.17,1959-07-08,North by Northwest,8.0,3258
331,359724,Ford v Ferrari,45.965,2019-11-13,Ford v Ferrari,8.0,5793
