,id,original_title,popularity,release_date,title,vote_average,vote_count
3910,3683,Flags of Our Fathers,14.543,2006-10-18,Flags of Our Fathers,6.8,1477
3911,1946,eXistenZ,10.833,1999-04-14,eXistenZ,6.8,1493
3912,254,King Kong,45.84,2005-12-12,King Kong,6.8,6627
3913,525661,Bombshell,18.116,2019-12-13,Bombshell,6.8,2432
3914,379149,The Foreigner,34.769,2017-09-28,The Foreigner,6.8,1988
3915,11018,Year of the Dragon,6.305,1985-08-16,Year of the Dragon,6.8,306
3916,466,Klute,9.056,1971-06-23,Klute,6.8,294
3917,450322,The Man Who Invented Christmas,11.495,2017-10-12,The Man Who Invented Christmas,6.8,656
3918,445629,Fighting with My Family,23.59,2019-02-14,Fighting with My Family,6.8,1362
3919,252171,A Girl Walks Home Alone at Night,10.17,2014-01-19,A Girl Walks Home Alone at Night,6.8,671
3920,2652,Hard Candy,18.911,2005-01-14,Hard Candy,6.8,2108
3921,614292,Favolacce,6.394,2020-06-15,Bad Tales,6.8,460
3922,402298,Denial,14.482,2016-09-30,Denial,6.8,543
3923,235260,Son of God,26.821,2014-02-28,Son of God,6.8,241
3924,1921,Sweet November,14.002,2001-02-16,Sweet November,6.8,1074
3925,326359,Frozen Fever,50.895,2015-03-09,Frozen Fever,6.8,1622
3926,243683,Step Up All In,33.085,2014-07-16,Step Up All In,6.8,1739
3927,8326,Holes,12.221,2003-04-18,Holes,6.8,1084
3928,445571,Game Night,27.459,2018-02-22,Game Night,6.8,4895
3929,337170,American Made,28.166,2017-08-18,American Made,6.8,3644
3930,207933,Stonehearst Asylum,28.197,2014-10-23,Stonehearst Asylum,6.8,1157
3931,14900,The Great Muppet Caper,6.666,1981-06-26,The Great Muppet Caper,6.8,216
3932,8272,The Savages,8.275,2007-01-19,The Savages,6.8,296
3933,6399,Chi trova un amico trova un tesoro,12.013,1981-12-09,Who Finds a Friend Finds a Treasure,6.8,497
3934,846,The X Files,23.467,1998-06-19,The X Files,6.8,1266
3935,14097,9 рота,8.514,2005-09-19,9th Company,6.8,203
3936,13192,Moonwalker,12.872,1988-10-29,Moonwalker,6.8,429
3937,2462,Hibernatus,6.633,1969-09-10,Hibernatus,6.8,366
3938,1817,Phone Booth,15.541,2003-04-04,Phone Booth,6.8,2991
3939,424781,Sorry to Bother You,13.261,2018-07-06,Sorry to Bother You,6.8,1174
3940,417670,Loro 1,7.615,2018-04-24,Loro 1,6.8,489
3941,253980,Marvel One-Shot: All Hail the King,15.854,2014-02-04,Marvel One-Shot: All Hail the King,6.8,368
3942,15867,Interiors,7.78,1978-08-02,Interiors,6.8,265
3943,5889,あずみ,9.014,2003-05-10,Azumi,6.8,259
3944,879,Hook,26.611,1991-04-10,Hook,6.8,4465
3945,265189,Turist,6.895,2014-08-15,Force Majeure,6.8,746
3946,10780,Overboard,14.17,1987-12-16,Overboard,6.8,662
3947,9663,Starman,8.972,1984-12-13,Starman,6.8,627
3948,2288,Closer,15.659,2004-12-01,Closer,6.8,2706
3949,957,Spaceballs,21.72,1987-06-24,Spaceballs,6.8,2378
3950,472734,Dumplin',11.567,2018-12-20,Dumplin',6.8,1238
3951,14337,Primer,11.383,2004-10-08,Primer,6.8,1730
3952,8953,スチームボーイ,17.238,2004-07-17,Steamboy,6.8,296
3953,8367,Robin Hood: Prince of Thieves,21.388,1991-06-14,Robin Hood: Prince of Thieves,6.8,2627
3954,417870,Girls Trip,27.604,2017-07-21,Girls Trip,6.8,1333
3955,34463,Three Little Pigs,10.622,1933-05-27,Three Little Pigs,6.8,293
3956,15856,House on Haunted Hill,9.275,1959-02-17,House on Haunted Hill,6.8,357
3957,8366,Der Schuh des Manitu,10.903,2001-07-11,Manitou's Shoe,6.8,369
3958,579047,Reminiscence,31.598,2021-08-19,Reminiscence,6.8,1216
3959,13813,Defiance,12.807,2008-12-31,Defiance,6.8,1444
3960,10138,Iron Man 2,156.025,2010-04-28,Iron Man 2,6.8,18052
3961,8881,Che: Part One,8.515,2008-09-05,Che: Part One,6.8,593
3962,2787,Pitch Black,12.367,2000-02-18,Pitch Black,6.8,3684
3963,227973,The Peanuts Movie,36.268,2015-11-01,The Peanuts Movie,6.8,1335
3964,2112,Payback,18.603,1999-02-05,Payback,6.8,1434
3965,446021,Bad Times at the El Royale,22.358,2018-10-04,Bad Times at the El Royale,6.8,2934
3966,414770,アンチポルノ,15.983,2017-01-28,Antiporno,6.8,303
3967,393457,Fences,24.221,2016-12-16,Fences,6.8,2213
3968,374416,Quo vado?,7.734,2016-01-01,Where Am I Going?,6.8,1904
3969,291805,Now You See Me 2,44.244,2016-06-02,Now You See Me 2,6.8,9447
3970,238713,Spy,32.71,2015-05-06,Spy,6.8,5282
3971,30508,Berlin Calling,5.55,2008-10-01,Berlin Calling,6.8,279
3972,8852,Prince of Darkness,8.384,1987-10-23,Prince of Darkness,6.8,718
3973,2005,Sister Act,23.382,1992-05-28,Sister Act,6.8,2612
3974,811592,One Shot,189.089,2021-11-05,One Shot,6.8,646
3975,539892,Freaks,50.966,2019-09-13,Freaks,6.8,868
3976,393764,Bienvenue à Marly-Gomont,7.569,2016-06-08,The African Doctor,6.8,553
3977,338953,Fantastic Beasts: The Secrets of Dumbledore,3224.49,2022-04-06,Fantastic Beasts: The Secrets of Dumbledore,6.8,1967
3978,193613,Metallica: Through the Never,12.568,2013-09-25,Metallica: Through the Never,6.8,234
3979,77878,The Lady,6.839,2011-11-30,The Lady,6.8,208
3980,11463,Battle of Britain,11.522,1969-09-15,Battle of Britain,6.8,216
3981,10015,Heartbreak Ridge,22.075,1986-12-05,Heartbreak Ridge,6.8,776
3982,41233,Step Up 3D,46.084,2010-08-04,Step Up 3D,6.8,1681
3983,17360,Escape to Victory,10.477,1981-06-17,Escape to Victory,6.8,702
3984,9871,Ginger Snaps,20.329,2000-08-01,Ginger Snaps,6.8,645
3985,9058,Only You,11.716,1994-09-17,Only You,6.8,408
3986,554241,Playing with Fire,23.271,2019-11-08,Playing with Fire,6.8,546
3987,500475,SuperFly,16.175,2018-06-13,SuperFly,6.8,309
3988,454227,Outlaw King,19.754,2018-09-06,Outlaw King,6.8,1256
3989,37768,Borotalco,6.204,1982-01-22,Borotalco,6.8,394
3990,1371,Rocky III,38.943,1982-05-28,Rocky III,6.8,3234
3991,817648,Home Team,78.601,2022-01-28,Home Team,6.8,524
3992,56804,Viaggi di nozze,6.754,1995-12-15,Viaggi di nozze,6.8,439
3993,55292,新少林寺,12.188,2011-01-20,Shaolin,6.8,291
3994,10362,Two Lovers,8.192,2008-11-19,Two Lovers,6.8,675
3995,7291,36 Quai des Orfèvres,9.622,2004-11-24,36th Precinct,6.8,433
3996,514921,The Aeronauts,17.062,2019-11-04,The Aeronauts,6.8,858
3997,262551,Babysitting,7.944,2014-04-16,Babysitting,6.8,1678
3998,13285,Barbie Fairytopia: Mermaidia,68.402,2006-03-14,Barbie Fairytopia: Mermaidia,6.8,557
3999,11873,The Color of Money,13.369,1986-10-17,The Color of Money,6.8,1029
4000,9362,Tremors,24.098,1990-01-19,Tremors,6.8,2568
4001,84332,Safety Not Guaranteed,7.329,2012-06-08,Safety Not Guaranteed,6.8,1168
4002,84175,Beasts of the Southern Wild,6.945,2012-06-29,Beasts of the Southern Wild,6.8,881
4003,11091,Riding in Cars with Boys,9.991,2001-10-19,Riding in Cars with Boys,6.8,381
4004,1833,Rent,10.184,2005-11-17,Rent,6.8,478
4005,774825,The Ice Age Adventures of Buck Wild,516.746,2022-01-28,The Ice Age Adventures of Buck Wild,6.8,1234
4006,513347,肆式青春,44.174,2018-08-04,Flavors of Youth,6.8,461
4007,504603,Le Monde est à toi,7.078,2018-08-15,The World Is Yours,6.8,353
4008,440161,The Sisters Brothers,13.65,2018-09-19,The Sisters Brothers,6.8,1597
4009,353486,Jumanji: Welcome to the Jungle,62.373,2017-12-09,Jumanji: Welcome to the Jungle,6.8,11791
4010,39144,ドラゴンボール 神龍の伝説,44.099,1986-12-20,Dragon Ball: Curse of the Blood Rubies,6.8,237
4011,29702,Tenebre,12.3,1982-10-28,Tenebre,6.8,430
4012,11774,Lemony Snicket's A Series of Unfortunate Events,22.078,2004-12-16,Lemony Snicket's A Series of Unfortunate Events,6.8,4350
4013,2614,Innerspace,14.565,1987-06-30,Innerspace,6.8,972
4014,534490,Avengement,17.89,2019-05-24,Avengement,6.8,345
4015,22947,Up in the Air,13.919,2009-09-05,Up in the Air,6.8,3019
4016,11439,The Ghost Writer,11.656,2010-02-12,The Ghost Writer,6.8,1793
4017,11013,Secretary,23.777,2002-09-20,Secretary,6.8,1228
4018,9359,Maverick,16.882,1994-05-20,Maverick,6.8,1228
4019,7551,Déjà Vu,21.511,2006-11-22,Déjà Vu,6.8,3905
4020,370663,Below Her Mouth,71.52,2017-02-10,Below Her Mouth,6.8,966
4021,56415,Les Lyonnais,6.37,2011-11-10,A Gang Story,6.8,271
4022,11843,The Return of the Pink Panther,11.256,1975-05-21,The Return of the Pink Panther,6.8,433
4023,592984,Hillbilly Elegy,11.271,2020-11-09,Hillbilly Elegy,6.8,718
4024,29161,Phenomena,8.513,1985-01-25,Phenomena,6.8,603
4025,4031,Les Valseuses,8.208,1974-03-20,Going Places,6.8,325
4026,253331,Black or White,9.741,2014-09-06,Black or White,6.8,306
4027,24750,Time After Time,8.559,1979-08-31,Time After Time,6.8,249
4028,19200,Shadows and Fog,7.533,1991-12-05,Shadows and Fog,6.8,281
4029,9451,Election,10.973,1999-04-23,Election,6.8,795
4030,8848,The Bank Job,19.353,2008-02-28,The Bank Job,6.8,1775
4031,95,Armageddon,46.033,1998-07-01,Armageddon,6.8,6641
4032,297725,The Man Who Killed Don Quixote,8.72,2018-05-19,The Man Who Killed Don Quixote,6.8,867
4033,44835,Hesher,6.232,2010-01-22,Hesher,6.8,525
4034,22051,Adam,7.022,2009-07-07,Adam,6.8,348
4035,2755,About Schmidt,8.453,2002-12-12,About Schmidt,6.8,977
4036,17365,The Parallax View,8.244,1974-06-14,The Parallax View,6.8,210
4037,10935,Heaven's Gate,7.099,1980-11-19,Heaven's Gate,6.8,254
4038,2140,Kiss of the Dragon,21.531,2001-07-06,Kiss of the Dragon,6.8,936
4039,1824,50 First Dates,27.0,2004-02-13,50 First Dates,6.8,6084
4040,15723,The Big Kahuna,6.211,1999-11-17,The Big Kahuna,6.8,294
4041,9647,Scrooged,10.007,1988-11-22,Scrooged,6.8,1147
4042,9563,Any Given Sunday,13.794,1999-12-22,Any Given Sunday,6.8,1354
4043,1991,Death Proof,20.379,2007-05-22,Death Proof,6.8,4139
4044,919,Blood: The Last Vampire,17.849,2000-11-18,Blood: The Last Vampire,6.8,237
4045,399402,Hunter Killer,37.386,2018-10-19,Hunter Killer,6.8,1730
4046,338762,Bloodshot,39.43,2020-03-05,Bloodshot,6.8,4317
4047,65057,The Descendants,21.264,2011-09-09,The Descendants,6.8,2303
4048,15167,Barbie in the Nutcracker,56.066,2001-09-30,Barbie in the Nutcracker,6.8,871
4049,170522,Astérix: Le domaine des dieux,23.095,2014-11-26,Asterix: The Mansions of the Gods,6.8,1101
4050,10998,Fatal Attraction,15.571,1987-09-11,Fatal Attraction,6.8,1098
4051,11381,Tommy Boy,12.324,1995-03-31,Tommy Boy,6.8,756
4052,527246,Soltera codiciada,7.394,2018-05-31,How to Get Over a Breakup,6.8,218
4053,377799,La Vache,5.599,2016-02-17,One Man and his Cow,6.8,279
4054,253412,Everest,36.336,2015-09-10,Everest,6.8,4185
4055,39013,Winter's Bone,10.949,2010-06-11,Winter's Bone,6.8,1422
4056,15247,The Ipcress File,11.855,1965-03-18,The Ipcress File,6.8,218
4057,15157,Another Cinderella Story,31.889,2008-09-16,Another Cinderella Story,6.8,1546
4058,11144,Lo chiamavano Bulldozer,9.938,1978-09-15,They Called Him Bulldozer,6.8,268
4059,401847,Can You Ever Forgive Me?,12.261,2018-10-19,Can You Ever Forgive Me?,6.8,1061
4060,303857,ドラゴンボールZ 復活の「F」,510.556,2015-04-18,Dragon Ball Z: Resurrection 'F',6.8,1405
4061,296524,Deepwater Horizon,27.557,2016-09-28,Deepwater Horizon,6.8,3801
4062,82992,Fast & Furious 6,11.961,2013-05-21,Fast & Furious 6,6.8,9315
4063,13342,Fast Times at Ridgemont High,12.708,1982-08-13,Fast Times at Ridgemont High,6.8,950
4064,11092,Presumed Innocent,12.095,1990-07-26,Presumed Innocent,6.8,509
4065,33908,"쓰리, 몬스터",7.744,2004-08-20,Three… Extremes,6.8,271
4066,504172,The Mule,43.823,2018-12-14,The Mule,6.8,4135
4067,256917,The Water Diviner,9.829,2014-12-25,The Water Diviner,6.8,1051
4068,186161,La Cage Dorée,6.096,2013-04-19,The Gilded Cage,6.8,283
4069,426338,La llamada,9.817,2017-09-29,Holy Camp!,6.8,315
4070,11708,Chitty Chitty Bang Bang,10.456,1968-12-17,Chitty Chitty Bang Bang,6.8,497
4071,9059,Tales from the Crypt: Demon Knight,14.059,1995-01-13,Tales from the Crypt: Demon Knight,6.8,365
4072,616651,Stillwater,36.208,2021-07-29,Stillwater,6.8,653
4073,446894,Smallfoot,27.285,2018-09-20,Smallfoot,6.8,1267
4074,225574,Non-Stop,20.409,2014-02-26,Non-Stop,6.8,4608
4075,209451,Jersey Boys,8.692,2014-06-05,Jersey Boys,6.8,587
4076,188166,Blue Ruin,9.227,2014-04-25,Blue Ruin,6.8,1207
4077,1871,Fantômas,9.594,1964-11-04,Fantomas,6.8,575
4078,569547,Black Mirror: Bandersnatch,12.351,2018-12-28,Black Mirror: Bandersnatch,6.8,3345
4079,427348,Carbone,8.058,2017-11-01,Carbone,6.8,331
4080,283704,Il giovane favoloso,4.681,2014-10-16,Leopardi,6.8,605
4081,11935,Capricorn One,9.336,1977-12-10,Capricorn One,6.8,343
4082,441393,江湖儿女,6.584,2018-09-21,Ash Is Purest White,6.8,215
4083,37735,Easy A,35.122,2010-09-16,Easy A,6.8,5989
4084,11162,The Merchant of Venice,11.831,2004-12-03,The Merchant of Venice,6.8,467
4085,8769,Christine,17.078,1983-05-11,Christine,6.8,1507
4086,3509,A Scanner Darkly,12.612,2006-07-07,A Scanner Darkly,6.8,1398
4087,77459,Un monstre à Paris,33.223,2011-10-12,A Monster in Paris,6.8,1047
4088,10649,The Enforcer,15.029,1976-12-20,The Enforcer,6.8,671
4089,9433,The Edge,10.79,1997-09-06,The Edge,6.8,923
4090,8193,Napoleon Dynamite,9.072,2004-06-11,Napoleon Dynamite,6.8,1451
4091,1125,Dreamgirls,11.787,2006-12-25,Dreamgirls,6.8,826
4092,614560,Mank,12.652,2020-11-13,Mank,6.8,1239
4093,475132,A Private War,12.057,2018-11-16,A Private War,6.8,406
4094,449992,The Night Comes for Us,21.049,2018-10-05,The Night Comes for Us,6.8,517
4095,272693,The DUFF,27.685,2015-02-20,The DUFF,6.8,4012
4096,86838,Seven Psychopaths,12.884,2012-10-12,Seven Psychopaths,6.8,3192
4097,1246,Rocky Balboa,40.318,2006-12-20,Rocky Balboa,6.8,2772
4098,431,Cube,17.107,1997-09-09,Cube,6.8,3816
4099,300666,Bravetown,7.611,2015-05-08,Bravetown,6.8,266
4100,72190,World War Z,121.086,2013-06-20,World War Z,6.8,13145
4101,54441,Vallanzasca - Gli angeli del male,5.599,2010-09-06,Angel of Evil,6.8,236
4102,44629,Animal Kingdom,16.016,2010-06-03,Animal Kingdom,6.8,634
4103,6961,The Wedding Date,12.151,2005-02-04,The Wedding Date,6.8,995
4104,5854,Family Plot,8.755,1976-04-09,Family Plot,6.8,337
4105,390734,キングスグレイブ ファイナルファンタジーXV,38.254,2016-07-09,Kingsglaive: Final Fantasy XV,6.8,561
4106,348765,Alaska,9.231,2015-11-05,Alaska,6.8,287
4107,38537,Nati stanchi,7.41,2002-03-01,Nati stanchi,6.8,210
4108,25284,The Last Seduction,7.19,1994-05-26,The Last Seduction,6.8,257
4109,4985,The Longest Yard,13.262,1974-08-21,The Longest Yard,6.8,207
4110,606566,Gli anni più belli,6.382,2020-02-13,The Best Years,6.8,301
4111,567797,The Dry,19.136,2020-12-11,The Dry,6.8,360
4112,482981,Wild Rose,9.227,2019-04-12,Wild Rose,6.8,249
4113,15144,Sixteen Candles,15.959,1984-05-04,Sixteen Candles,6.8,1775
4114,649394,Worth,11.386,2021-07-21,Worth,6.8,208
4115,21474,Bring It On: Fight to the Finish,1.383,2009-07-31,Bring It On: Fight to the Finish,6.8,444
4116,12178,Miss Pettigrew Lives for a Day,8.574,2008-03-07,Miss Pettigrew Lives for a Day,6.8,321
4117,332979,Bleed for This,12.171,2016-11-04,Bleed for This,6.8,634
4118,158011,The Call,36.651,2013-03-14,The Call,6.8,2524
4119,14609,Ultimate Avengers: The Movie,24.672,2006-02-21,Ultimate Avengers: The Movie,6.8,274
4120,11592,Serial Mom,9.541,1994-04-13,Serial Mom,6.8,522
4121,463319,影,12.513,2018-09-30,Shadow,6.8,251
4122,294963,Bone Tomahawk,13.806,2015-10-23,Bone Tomahawk,6.8,1669
4123,4929,Hang 'em High,15.676,1968-07-31,Hang 'em High,6.8,573
4124,454,Romeo + Juliet,22.949,1996-11-01,Romeo + Juliet,6.8,4264
4125,369192,Battle of the Sexes,12.889,2017-09-22,Battle of the Sexes,6.8,1587
4126,138832,We're the Millers,37.385,2013-08-07,We're the Millers,6.8,7537
4127,55725,Win Win,7.809,2011-03-18,Win Win,6.8,388
4128,17894,The Beautician and the Beast,11.983,1997-02-07,The Beautician and the Beast,6.8,288
4129,11163,Fellini – satyricon,10.341,1969-09-18,Fellini Satyricon,6.8,256
4130,10019,Mannequin,21.747,1987-02-13,Mannequin,6.8,542
4131,603519,Beats,10.491,2019-06-19,Beats,6.8,211
4132,548066,Level 16,25.778,2018-02-20,Level 16,6.8,458
4133,360920,The Grinch,71.268,2018-11-08,The Grinch,6.8,2988
4134,283366,Miss Peregrine's Home for Peculiar Children,78.666,2016-09-27,Miss Peregrine's Home for Peculiar Children,6.8,8748
4135,131631,The Hunger Games: Mockingjay - Part 1,117.161,2014-11-19,The Hunger Games: Mockingjay - Part 1,6.8,13627
4136,16995,State of Play,32.303,2009-04-17,State of Play,6.8,1560
4137,13682,Pooh's Heffalump Movie,23.047,2005-02-11,Pooh's Heffalump Movie,6.8,354
4138,1903,Vanilla Sky,20.315,2001-01-22,Vanilla Sky,6.8,3306
4139,150689,Cinderella,88.71,2015-03-12,Cinderella,6.8,6266
4140,76726,Chronicle,59.332,2012-02-01,Chronicle,6.8,4402
4141,9282,11:14,9.343,2003-09-05,11:14,6.8,640
4142,61667,Habemus Papam,6.035,2011-04-15,We Have a Pope,6.8,435
4143,50839,Margin Call,14.811,2011-02-11,Margin Call,6.8,1364
4144,24100,The Little Vampire,23.995,2000-10-27,The Little Vampire,6.8,331
4145,592863,Respect,25.263,2021-08-12,Respect,6.8,231
4146,339405,Christine,7.578,2016-10-14,Christine,6.8,297
4147,332794,L'Odyssée,5.97,2016-10-12,The Odyssey,6.8,349
4148,278427,Family Guy Presents: It's a Trap!,10.837,2011-05-22,Family Guy Presents: It's a Trap!,6.8,352
4149,98548,People Like Us,7.001,2012-06-29,People Like Us,6.8,518
4150,400579,Tully,14.972,2018-05-04,Tully,6.8,1200
4151,91745,Romeo & Juliet,12.913,2013-09-12,Romeo & Juliet,6.8,505
4152,530723,Bad Education,8.605,2019-09-08,Bad Education,6.8,511
4153,491283,Judy,12.577,2019-09-27,Judy,6.8,961
4154,25941,Harry Brown,7.991,2009-11-11,Harry Brown,6.8,780
4155,19403,The Mechanic,6.885,1972-10-06,The Mechanic,6.8,201
4156,5038,Vicky Cristina Barcelona,13.49,2008-08-15,Vicky Cristina Barcelona,6.8,3151
4157,340485,American Honey,9.529,2016-09-30,American Honey,6.8,680
4158,258152,Party Central,14.527,2014-02-20,Party Central,6.8,217
4159,57214,Project X,129.016,2012-03-01,Project X,6.8,5226
4160,49049,Dredd,20.555,2012-09-07,Dredd,6.8,4162
4161,44351,Rabbits,7.022,2002-01-01,Rabbits,6.8,212
4162,44249,葉問前傳,2.704,2010-06-24,The Legend Is Born: Ip Man,6.8,546
4163,796,Cruel Intentions,54.339,1999-03-05,Cruel Intentions,6.8,2630
4164,159824,Hotel Transylvania 2,67.82,2015-09-21,Hotel Transylvania 2,6.8,4882
4165,87502,Flight,20.822,2012-11-02,Flight,6.8,5088
4166,11522,Pretty in Pink,12.329,1986-02-28,Pretty in Pink,6.8,900
4167,2023,Hidalgo,21.775,2004-02-04,Hidalgo,6.8,965
4168,277,Underworld,28.64,2003-09-19,Underworld,6.8,5251
4169,522931,Hitman's Wife's Bodyguard,56.295,2021-06-14,Hitman's Wife's Bodyguard,6.8,1492
4170,286519,Boychoir,6.683,2014-09-04,Boychoir,6.8,227
4171,8489,Ali,12.647,2001-12-10,Ali,6.8,1376
4172,1721,...più forte ragazzi!,8.403,1972-12-22,All the Way Boys,6.8,302
4173,2255,Chasing Amy,10.413,1997-04-04,Chasing Amy,6.8,1092
4174,578701,Those Who Wish Me Dead,54.53,2021-05-05,Those Who Wish Me Dead,6.8,1171
4175,478159,Patrick,8.076,2018-06-29,Patrick,6.8,201
4176,477510,Dog Days,9.039,2018-08-10,Dog Days,6.8,229
4177,11003,The Wedding Singer,14.031,1998-02-13,The Wedding Singer,6.8,1395
4178,9567,Tears of the Sun,39.078,2003-03-07,Tears of the Sun,6.8,1779
4179,2142,Cop Land,10.293,1997-08-15,Cop Land,6.8,1174
4180,621870,Secret Society of Second Born Royals,64.455,2020-09-25,Secret Society of Second Born Royals,6.8,434
4181,105077,Battlestar Galactica: The Plan,9.423,2009-10-27,Battlestar Galactica: The Plan,6.8,323
4182,14924,Sid and Nancy,7.289,1986-10-24,Sid and Nancy,6.8,382
4183,318917,Er ist wieder da,14.031,2015-10-08,Look Who's Back,6.8,1514
4184,258322,Allacciate le cinture,4.403,2014-03-06,Fasten Your Seatbelts,6.8,232
4185,198185,Million Dollar Arm,9.738,2014-05-09,Million Dollar Arm,6.8,521
4186,28089,The Messenger,5.77,2009-11-13,The Messenger,6.8,330
4187,2163,Breakdown,11.806,1997-05-02,Breakdown,6.8,664
4188,538225,Deadwood: The Movie,12.971,2019-05-31,Deadwood: The Movie,6.8,272
4189,448776,A Prayer Before Dawn,24.318,2018-05-24,A Prayer Before Dawn,6.8,447
4190,16270,Career Opportunities,41.3,1991-03-29,Career Opportunities,6.8,431
4191,460059,Burn Out,18.123,2018-01-03,Burn Out,6.8,311
4192,2266,"Paris, je t'aime",10.52,2006-06-21,"Paris, Je T'Aime",6.8,583
4193,107985,The World's End,22.593,2013-07-18,The World's End,6.8,4515
4194,1978,Stage Fright,6.614,1950-02-23,Stage Fright,6.8,219
4195,600583,The Power of the Dog,42.506,2021-11-17,The Power of the Dog,6.8,1859
4196,228161,Home,46.845,2015-03-18,Home,6.8,3384
4197,36568,Paulie,11.99,1998-04-17,Paulie,6.8,365
4198,11129,Human Traffic,6.713,1999-06-04,Human Traffic,6.8,266
4199,9953,A Love Song for Bobby Long,6.617,2004-09-02,A Love Song for Bobby Long,6.8,282
4200,12573,A Serious Man,9.027,2009-09-30,A Serious Man,6.8,1667
4201,11904,Young Sherlock Holmes,8.013,1985-12-04,Young Sherlock Holmes,6.8,485
4202,8976,A Lot Like Love,12.025,2005-04-21,A Lot Like Love,6.8,1103
4203,416194,Skjelvet,30.227,2018-08-31,The Quake,6.8,538
4204,33542,紅番區,23.829,1995-01-21,Rumble in the Bronx,6.8,738
4205,19997,Niagara,10.031,1953-01-26,Niagara,6.8,281
4206,19548,Le Grand Restaurant,6.415,1966-09-09,The Restaurant,6.8,371
4207,458576,Monster Hunter,166.542,2020-12-03,Monster Hunter,6.8,2596
4208,51209,Kill the Irishman,10.556,2011-03-10,Kill the Irishman,6.8,491
4209,44896,Rango,93.225,2011-03-02,Rango,6.8,5347
4210,10785,The Thing From Another World,10.731,1951-04-05,The Thing From Another World,6.8,427
4211,9655,She's the Man,25.912,2006-03-17,She's the Man,6.8,2493
4212,369770,Le Goût des merveilles,5.228,2015-12-16,The Sense of Wonder,6.8,237
4213,353571,Tallulah,6.491,2016-06-02,Tallulah,6.8,623
4214,351145,El desconocido,12.294,2015-09-21,Retribution,6.8,361
4215,188927,Star Trek Beyond,30.564,2016-07-07,Star Trek Beyond,6.8,5752
4216,41402,Let Me In,20.624,2010-10-01,Let Me In,6.8,1685
4217,28176,Tucker: The Man and His Dream,8.511,1988-08-12,Tucker: The Man and His Dream,6.8,288
4218,20504,The Book of Eli,27.448,2010-01-11,The Book of Eli,6.8,5125
4219,12706,Croupier,7.908,1998-06-25,Croupier,6.8,215
4220,12626,Broadcast News,7.458,1987-12-16,Broadcast News,6.8,310
4221,10115,Stick It,8.914,2006-04-21,Stick It,6.8,469
4222,2616,Uncle Buck,12.067,1989-08-16,Uncle Buck,6.8,918
4223,1696,The Devil's Rejects,10.216,2005-07-22,The Devil's Rejects,6.8,1112
4224,157841,The Young and Prodigious T.S. Spivet,14.174,2013-10-16,The Young and Prodigious T.S. Spivet,6.8,596
4225,26171,Everybody's Fine,9.227,2009-12-04,Everybody's Fine,6.8,799
4226,17908,My Dog Skip,8.385,2000-01-12,My Dog Skip,6.8,238
4227,9737,Bad Boys,41.29,1995-04-07,Bad Boys,6.8,5208
4228,1947,An Unfinished Life,7.606,2005-09-09,An Unfinished Life,6.8,485
4229,1365,Monster's Ball,15.682,2001-06-07,Monster's Ball,6.8,765
4230,543343,Guava Island,7.023,2019-04-13,Guava Island,6.8,265
4231,464502,Acrimony,20.208,2018-03-30,Acrimony,6.8,331
4232,16962,Barbie Fairytopia: Magic of the Rainbow,38.729,2007-03-13,Barbie Fairytopia: Magic of the Rainbow,6.8,349
4233,10222,Kickboxer,21.733,1989-04-20,Kickboxer,6.8,1083
4234,9469,He Got Game,9.117,1998-05-01,He Got Game,6.8,549
4235,198184,Chappie,88.105,2015-03-04,Chappie,6.8,6881
4236,126963,ドラゴンボールZ 神と神,365.97,2013-03-30,Dragon Ball Z: Battle of Gods,6.8,1226
4237,20762,The Substitute,14.832,1996-04-19,The Substitute,6.8,314
4238,11086,The Majestic,9.036,2001-12-21,The Majestic,6.8,577
4239,9481,The Bone Collector,23.673,1999-11-04,The Bone Collector,6.8,2808
4240,369885,Allied,20.088,2016-11-17,Allied,6.8,3948
4241,325189,Teen Beach 2,16.052,2015-06-26,Teen Beach 2,6.8,499
4242,13510,Eden Lake,26.769,2008-09-12,Eden Lake,6.8,1330
4243,11022,Narc,11.827,2002-01-14,Narc,6.8,395
4244,256924,Danny Collins,9.216,2015-03-19,Danny Collins,6.8,425
4245,37137,The Naked Gun 2½: The Smell of Fear,18.062,1991-06-28,The Naked Gun 2½: The Smell of Fear,6.8,1702
4246,9387,Conan the Barbarian,21.229,1982-04-02,Conan the Barbarian,6.8,1936
4247,4587,Mermaids,14.331,1990-12-14,Mermaids,6.8,403
4248,1494,滿城盡帶黃金甲,17.888,2006-12-14,Curse of the Golden Flower,6.8,583
4249,523773,Little Italy,16.2,2018-08-24,Little Italy,6.8,519
4250,37777,Acqua e sapone,5.097,1983-10-27,Acqua e sapone,6.8,312
4251,2293,Mallrats,10.295,1995-10-20,Mallrats,6.8,969
4252,1680,キングコング対ゴジラ,13.309,1962-08-11,King Kong vs. Godzilla,6.8,224
4253,512195,Red Notice,326.47,2021-11-04,Red Notice,6.8,3758
4254,468202,La ragazza nella nebbia,14.502,2017-10-26,The Girl in the Fog,6.8,866
4255,249397,Nymphomaniac: Vol. II,46.186,2013-12-25,Nymphomaniac: Vol. II,6.8,2448
4256,10195,Thor,257.648,2011-04-21,Thor,6.8,18320
4257,10156,History of the World: Part I,13.397,1981-06-12,History of the World: Part I,6.8,607
4258,11780,Rob Roy,10.715,1995-04-13,Rob Roy,6.8,500
